Time,T_BL100,MF_BL100,Rho_BL100,T_Cori,MF_Cori,Rho_Cori,DP
15.54.26.6,27.82177734375,2.0140304565429688,1022.1513061523438,25.410396575927734,1.6847820281982422,1003.0123291015625,2.036552667617798
15.54.27.1,27.82177734375,2.0151381492614746,1022.1435546875,25.410396575927734,1.6856367588043213,1002.7801513671875,2.0308666229248047
15.54.27.6,27.7314453125,2.016158103942871,1022.155517578125,25.410396575927734,1.6856889724731445,1002.7572631835938,2.0295987129211426
15.54.28.1,27.7314453125,2.01706600189209,1022.162841796875,25.40120506286621,1.6872262954711914,1002.7555541992188,2.034327507019043
15.54.28.6,27.82177734375,2.017883777618408,1022.154296875,25.408096313476562,1.687718391418457,1002.8346557617188,2.0325939655303955
15.54.29.1,27.7314453125,2.0186376571655273,1022.1487426757812,25.410396575927734,1.688096284866333,1002.8047485351562,2.0260426998138428
15.54.30.1,27.82177734375,2.019876718521118,1022.1527099609375,25.3966064453125,1.6891534328460693,1002.7291259765625,2.0054030418395996
15.54.30.6,27.6412353515625,2.020376205444336,1022.1507568359375,25.412694931030273,1.689517855644226,1002.9876708984375,2.0118398666381836
15.54.31.1,27.82177734375,2.020806074142456,1022.1558837890625,25.40580177307129,1.689926266670227,1002.77490234375,2.0217230319976807
15.54.31.6,27.6412353515625,2.021202325820923,1022.15869140625,25.403501510620117,1.689916968345642,1002.7608032226562,2.023125171661377
15.54.32.1,27.7314453125,2.0215303897857666,1022.15771484375,25.403501510620117,1.6904335021972656,1002.7819213867188,2.025390863418579
15.54.32.6,27.82177734375,2.0218024253845215,1022.1507568359375,25.39890480041504,1.6906065940856934,1002.77490234375,2.0425021648406982
15.54.33.2,27.82177734375,2.0220963954925537,1022.1515502929688,25.40120506286621,1.690570592880249,1002.8487548828125,2.035053014755249
15.54.33.7,27.82177734375,2.022373676300049,1022.1624755859375,25.403501510620117,1.690167784690857,1002.741455078125,2.0286786556243896
15.54.34.2,27.6412353515625,2.0227549076080322,1022.1507568359375,25.410396575927734,1.6905473470687866,1002.966552734375,2.02986741065979
15.54.34.7,27.6412353515625,2.023134231567383,1022.160888671875,25.40120506286621,1.6909469366073608,1002.7713623046875,2.035252332687378
15.54.35.2,27.6412353515625,2.0234899520874023,1022.1666259765625,25.3966064453125,1.6906682252883911,1002.8927001953125,2.028305768966675
15.54.35.7,27.7314453125,2.023838520050049,1022.1558837890625,25.40580177307129,1.6912758350372314,1002.7608032226562,2.0275776386260986
15.54.36.2,27.82177734375,2.023916482925415,1022.13916015625,25.403501510620117,1.6907955408096313,1002.7889404296875,2.032193660736084
15.54.36.7,27.82177734375,2.024179458618164,1022.155517578125,25.394309997558594,1.6917006969451904,1002.8487548828125,2.025393486022949
15.54.37.2,27.7314453125,2.0244412422180176,1022.15234375,25.40120506286621,1.6921364068984985,1002.8381958007812,2.0238091945648193
15.54.37.7,27.82177734375,2.024662971496582,1022.1507568359375,25.412694931030273,1.6924635171890259,1002.81005859375,2.0353448390960693
15.54.38.2,27.6412353515625,2.0248734951019287,1022.1642456054688,25.408096313476562,1.6922812461853027,1002.9700927734375,2.042459487915039
15.54.38.7,27.55096435546875,2.0250513553619385,1022.1634521484375,25.40120506286621,1.6924517154693604,1002.8575439453125,2.0318405628204346
15.54.39.2,27.6412353515625,2.025240421295166,1022.1517333984375,25.403501510620117,1.691879153251648,1002.7291259765625,2.0303854942321777
15.54.39.7,27.6412353515625,2.02535343170166,1022.1692504882812,25.408096313476562,1.6919729709625244,1002.8469848632812,2.0346875190734863
15.54.40.2,27.7314453125,2.0254852771759033,1022.1477661132812,25.40120506286621,1.6917275190353394,1002.7379150390625,2.0372047424316406
15.54.40.7,27.6412353515625,2.0255792140960693,1022.1620483398438,25.40580177307129,1.6924833059310913,1002.9155883789062,2.0472981929779053
15.54.41.2,27.6412353515625,2.025676727294922,1022.1578979492188,25.408096313476562,1.692786455154419,1002.7484741210938,2.0403923988342285
15.54.41.7,27.55096435546875,2.025758743286133,1022.1636962890625,25.40120506286621,1.6928377151489258,1002.975341796875,2.028794288635254
15.54.42.2,27.6412353515625,2.0257985591888428,1022.1644897460938,25.403501510620117,1.6922599077224731,1002.9120483398438,2.0368025302886963
15.54.42.7,27.7314453125,2.025848865509033,1022.159912109375,25.403501510620117,1.6922194957733154,1002.931396484375,2.0481820106506348
15.54.43.2,27.6412353515625,2.0258989334106445,1022.1582641601562,25.408096313476562,1.6923692226409912,1002.9788818359375,2.0495803356170654
15.54.43.7,27.7314453125,2.02595591545105,1022.146728515625,25.3966064453125,1.6917598247528076,1002.8557739257812,2.039337635040283
15.54.44.2,27.6412353515625,2.0260491371154785,1022.1600952148438,25.40580177307129,1.6921604871749878,1002.9067993164062,2.0275673866271973
15.54.44.7,27.82177734375,2.0260982513427734,1022.151123046875,25.40120506286621,1.6918776035308838,1002.9507446289062,2.0238895416259766
15.54.45.2,27.82177734375,2.026123046875,1022.1503295898438,25.40580177307129,1.6919513940811157,1002.7608032226562,2.0351061820983887
15.54.45.7,27.7314453125,2.0261402130126953,1022.14453125,25.40120506286621,1.690933108329773,1002.940185546875,2.06549072265625
15.54.46.2,27.6412353515625,2.0262093544006348,1022.14453125,25.403501510620117,1.691232681274414,1002.9067993164062,2.066206216812134
15.54.46.7,27.7314453125,2.026317596435547,1022.1700439453125,25.40120506286621,1.690523386001587,1002.9771118164062,2.0546369552612305
15.54.47.7,27.6412353515625,2.0264382362365723,1022.1578979492188,25.40580177307129,1.690768837928772,1002.9788818359375,2.036808967590332
15.54.48.2,27.7314453125,2.0264899730682373,1022.1766357421875,25.408096313476562,1.691097617149353,1002.9771118164062,2.0304086208343506
15.54.48.7,27.6412353515625,2.0265207290649414,1022.1658325195312,25.403501510620117,1.69112229347229,1002.8047485351562,2.0257747173309326
15.54.49.7,27.7314453125,2.0265281200408936,1022.170654296875,25.403501510620117,1.6919407844543457,1002.9243774414062,2.0572869777679443
15.54.50.2,27.55096435546875,2.0265748500823975,1022.170654296875,25.410396575927734,1.6921552419662476,1002.9595336914062,2.067882537841797
15.54.50.7,27.460693359375,2.0266544818878174,1022.1644897460938,25.412694931030273,1.691325068473816,1002.982421875,2.058795690536499
15.54.51.2,27.6412353515625,2.0267374515533447,1022.170654296875,25.40120506286621,1.6915626525878906,1002.905029296875,2.0460948944091797
15.54.51.7,27.55096435546875,2.0268149375915527,1022.170654296875,25.40120506286621,1.6920392513275146,1002.9384155273438,2.0349173545837402
15.54.52.2,27.6412353515625,2.0269036293029785,1022.1692504882812,25.3966064453125,1.6921961307525635,1002.9964599609375,2.036715507507324
15.54.52.7,27.6412353515625,2.026984930038452,1022.1503295898438,25.40580177307129,1.6921019554138184,1002.9859008789062,2.0439603328704834
15.54.53.2,27.6412353515625,2.027052879333496,1022.1626586914062,25.39890480041504,1.6915243864059448,1002.913818359375,2.046231508255005
15.54.53.7,27.7314453125,2.027146816253662,1022.1553344726562,25.410396575927734,1.69162118434906,1002.759033203125,2.048879384994507
15.54.54.2,27.82177734375,2.027233362197876,1022.1634521484375,25.38741683959961,1.691832423210144,1002.84521484375,2.0503153800964355
15.54.54.7,27.6412353515625,2.027294397354126,1022.1503295898438,25.403501510620117,1.692123532295227,1002.966552734375,2.055084705352783
15.54.55.2,27.7314453125,2.0274128913879395,1022.1544799804688,25.40120506286621,1.6917126178741455,1002.7362060546875,2.0586721897125244
15.54.55.7,27.55096435546875,2.0275216102600098,1022.162841796875,25.403501510620117,1.6921873092651367,1002.8118286132812,2.0584728717803955
15.54.56.2,27.6412353515625,2.027604579925537,1022.1593017578125,25.40120506286621,1.6922638416290283,1002.8821411132812,2.062520742416382
15.54.56.7,27.7314453125,2.0277256965637207,1022.1668701171875,25.3966064453125,1.692537784576416,1002.9261474609375,2.0560925006866455
15.54.57.2,27.460693359375,2.0278513431549072,1022.1700439453125,25.40120506286621,1.6919595003128052,1002.8856811523438,2.0512442588806152
15.54.57.7,27.460693359375,2.0279693603515625,1022.1626586914062,25.3966064453125,1.6920033693313599,1002.7608032226562,2.0507426261901855
15.54.58.2,27.55096435546875,2.02809739112854,1022.171630859375,25.403501510620117,1.6920377016067505,1002.732666015625,2.0436182022094727
15.54.58.7,27.460693359375,2.028214931488037,1022.1720581054688,25.39890480041504,1.6923248767852783,1002.948974609375,2.0450124740600586
15.54.59.2,27.6412353515625,2.0283470153808594,1022.1626586914062,25.40120506286621,1.6921656131744385,1002.8047485351562,2.037722110748291
15.54.59.7,27.6412353515625,2.0284364223480225,1022.1632690429688,25.3966064453125,1.6927566528320312,1002.7080688476562,2.049091339111328
15.55.00.2,27.55096435546875,2.028543472290039,1022.1642456054688,25.408096313476562,1.69240403175354,1002.9190673828125,2.047792911529541
15.55.00.7,27.55096435546875,2.02862548828125,1022.1638793945312,25.40120506286621,1.6925098896026611,1002.905029296875,2.0492775440216064
15.55.01.2,27.7314453125,2.0287225246429443,1022.1644897460938,25.408096313476562,1.69269597530365,1002.8030395507812,2.0349504947662354
15.55.01.7,27.460693359375,2.028789758682251,1022.1614990234375,25.403501510620117,1.6929023265838623,1002.9964599609375,2.0391619205474854
15.55.02.2,27.460693359375,2.0288774967193604,1022.1771850585938,25.394309997558594,1.6923828125,1002.9472045898438,2.0284788608551025
15.55.02.7,27.460693359375,2.02892804145813,1022.167236328125,25.403501510620117,1.692862629890442,1002.9859008789062,2.024947166442871
15.55.03.2,27.460693359375,2.0289716720581055,1022.1843872070312,25.40580177307129,1.6932320594787598,1002.8030395507812,2.0162835121154785
15.55.03.7,27.6412353515625,2.028956651687622,1022.17041015625,25.3966064453125,1.692674160003662,1002.7168579101562,2.010524272918701
15.55.04.2,27.55096435546875,2.0289041996002197,1022.1634521484375,25.408096313476562,1.6930811405181885,1002.7221069335938,2.020673990249634
15.55.04.7,27.6412353515625,2.028867483139038,1022.1638793945312,25.39890480041504,1.6918319463729858,1002.8417358398438,2.0344977378845215
15.55.05.2,27.6412353515625,2.0287609100341797,1022.16845703125,25.40120506286621,1.6903926134109497,1002.7362060546875,2.0292606353759766
15.55.05.7,27.7314453125,2.0286288261413574,1022.1485595703125,25.40120506286621,1.6899290084838867,1002.957763671875,2.025965452194214
15.55.06.2,27.7314453125,2.028472661972046,1022.1642456054688,25.403501510620117,1.689052939414978,1002.741455078125,2.037956476211548
15.55.06.7,27.55096435546875,2.028306484222412,1022.1648559570312,25.40580177307129,1.689318299293518,1002.8240966796875,2.0440917015075684
15.55.07.2,27.7314453125,2.028160810470581,1022.1766357421875,25.39890480041504,1.6890515089035034,1002.9296264648438,2.040339946746826
15.55.07.7,27.460693359375,2.0280203819274902,1022.1696166992188,25.403501510620117,1.689925193786621,1002.80126953125,2.039917230606079
15.55.08.2,27.6412353515625,2.027909278869629,1022.1762084960938,25.403501510620117,1.6904734373092651,1002.9876708984375,2.0462191104888916
15.55.08.7,27.55096435546875,2.0278024673461914,1022.1730346679688,25.3966064453125,1.6910327672958374,1002.87158203125,2.0410044193267822
15.55.09.3,27.6412353515625,2.0276906490325928,1022.1648559570312,25.40120506286621,1.6917872428894043,1003.0,2.038306713104248
15.55.10.3,27.7314453125,2.02750301361084,1022.1515502929688,25.40580177307129,1.6921318769454956,1002.9771118164062,2.0307440757751465
15.55.10.8,27.82177734375,2.0274405479431152,1022.1569213867188,25.394309997558594,1.6926052570343018,1002.9173583984375,2.0274884700775146
15.55.11.3,27.7314453125,2.0273830890655518,1022.15234375,25.40120506286621,1.6933528184890747,1002.9718627929688,2.021503448486328
15.55.11.8,27.55096435546875,2.027317523956299,1022.1686401367188,25.408096313476562,1.6933141946792603,1002.9542846679688,2.020831823348999
15.55.12.3,27.7314453125,2.0272152423858643,1022.1459350585938,25.403501510620117,1.6937187910079956,1002.922607421875,2.010321617126465
15.55.12.8,27.7314453125,2.027104139328003,1022.1563110351562,25.39890480041504,1.6934670209884644,1002.9982299804688,2.004849910736084
15.55.13.3,27.6412353515625,2.0269734859466553,1022.1636962890625,25.39890480041504,1.6936123371124268,1002.83642578125,2.023111343383789
15.55.13.8,27.6412353515625,2.026857376098633,1022.1644897460938,25.403501510620117,1.6932029724121094,1002.9964599609375,2.040393590927124
15.55.14.3,27.7314453125,2.0267744064331055,1022.1566772460938,25.3966064453125,1.6936110258102417,1002.905029296875,2.0547847747802734
15.55.14.8,27.55096435546875,2.02669358253479,1022.1634521484375,25.403501510620117,1.692875623703003,1002.8206176757812,2.0798442363739014
15.55.15.3,27.7314453125,2.026646852493286,1022.1503295898438,25.403501510620117,1.6931757926940918,1002.7783813476562,2.0719292163848877
15.55.15.8,27.7314453125,2.0266342163085938,1022.1513061523438,25.40120506286621,1.6933305263519287,1002.7221069335938,2.0541229248046875
15.55.16.3,27.82177734375,2.026655673980713,1022.1710205078125,25.40120506286621,1.693339228630066,1002.84521484375,2.0568854808807373
15.55.16.8,27.6412353515625,2.0266919136047363,1022.1497192382812,25.39890480041504,1.6934045553207397,1002.79248046875,2.044977903366089
15.55.17.3,27.6412353515625,2.0267326831817627,1022.1616821289062,25.40580177307129,1.693483591079712,1002.9718627929688,2.0399181842803955
15.55.17.8,27.7314453125,2.0267465114593506,1022.1550903320312,25.392009735107422,1.6938285827636719,1003.0,2.0357210636138916
15.55.18.3,27.6412353515625,2.0267677307128906,1022.1497192382812,25.40120506286621,1.6934781074523926,1002.9929809570312,2.0311315059661865
15.55.18.8,27.7314453125,2.02677845954895,1022.1624755859375,25.394309997558594,1.693587064743042,1002.8663330078125,2.0200912952423096
15.55.19.3,27.460693359375,2.026768445968628,1022.1600952148438,25.394309997558594,1.694008708000183,1002.7308959960938,2.012334108352661
15.55.19.8,27.55096435546875,2.0267200469970703,1022.17822265625,25.39890480041504,1.694095492362976,1002.9173583984375,2.0086212158203125
15.55.20.3,27.6412353515625,2.026655912399292,1022.16845703125,25.403501510620117,1.6940056085586548,1002.7959594726562,2.0157546997070312
15.55.20.8,27.82177734375,2.026610851287842,1022.1660766601562,25.40580177307129,1.692840814590454,1002.9683227539062,2.018308162689209
15.55.21.3,27.82177734375,2.026561737060547,1022.15771484375,25.389711380004883,1.693028450012207,1002.957763671875,2.0256574153900146
15.55.21.8,27.7314453125,2.0265073776245117,1022.1563110351562,25.394309997558594,1.6933766603469849,1002.8240966796875,2.0193209648132324
15.55.22.3,27.7314453125,2.0264251232147217,1022.1714477539062,25.394309997558594,1.6937215328216553,1002.9894409179688,2.0368382930755615
15.55.22.8,27.55096435546875,2.0263428688049316,1022.1638793945312,25.394309997558594,1.6936997175216675,1002.8856811523438,2.0290331840515137
15.55.23.3,27.6412353515625,2.0262722969055176,1022.1636962890625,25.3966064453125,1.693098783493042,1002.869873046875,2.0337142944335938
15.55.23.8,27.7314453125,2.0261988639831543,1022.162841796875,25.39890480041504,1.692708969116211,1002.750244140625,2.029301643371582
15.55.24.3,27.6412353515625,2.0261356830596924,1022.1544799804688,25.3966064453125,1.6928040981292725,1002.9595336914062,2.0340137481689453
15.55.24.8,27.55096435546875,2.026061534881592,1022.1604614257812,25.40580177307129,1.6936125755310059,1002.7432250976562,2.0355160236358643
15.55.25.3,27.7314453125,2.0259850025177,1022.1572875976562,25.394309997558594,1.6929049491882324,1002.8821411132812,2.030276298522949
15.55.25.8,27.6412353515625,2.025897741317749,1022.167236328125,25.40580177307129,1.6930427551269531,1002.9419555664062,2.025388479232788
15.55.26.3,27.6412353515625,2.0258288383483887,1022.159912109375,25.3966064453125,1.6930731534957886,1002.767822265625,2.0228612422943115
15.55.26.8,27.82177734375,2.025753974914551,1022.1578979492188,25.394309997558594,1.6939765214920044,1002.732666015625,2.0166821479797363
15.55.27.3,27.55096435546875,2.0256614685058594,1022.1771850585938,25.394309997558594,1.69362211227417,1002.8065185546875,2.0174853801727295
